,date,category,size,quantity,sales
1270,09/05/2023,Veggie,M,14,224.75
1271,09/06/2023,Veggie,S,11,133.75
1272,09/06/2023,Chicken,L,18,373.5
1273,09/06/2023,Chicken,M,14,234.5
1274,09/06/2023,Chicken,S,2,25.5
1275,09/06/2023,Classic,L,10,184.5
1276,09/06/2023,Classic,M,10,143.75
1277,09/06/2023,Classic,S,14,163.5
1278,09/06/2023,Supreme,L,14,289.0
1279,09/06/2023,Supreme,M,5,82.25
1280,09/06/2023,Supreme,S,8,110.65
1281,09/06/2023,Veggie,L,13,253.05
1282,09/06/2023,Veggie,M,10,159.5
1283,09/07/2023,Veggie,S,10,122.5
1284,09/07/2023,Chicken,L,13,269.75
1285,09/07/2023,Chicken,M,6,100.5
1286,09/07/2023,Chicken,S,4,51.0
1287,09/07/2023,Classic,L,12,210.25
1288,09/07/2023,Classic,M,9,132.75
1289,09/07/2023,Classic,S,14,159.5
1290,09/07/2023,Classic,XL,1,25.5
1291,09/07/2023,Supreme,L,6,124.5
1292,09/07/2023,Supreme,M,14,230.0
1293,09/07/2023,Supreme,S,11,137.0
1294,09/07/2023,Veggie,L,16,311.85
1295,09/08/2023,Veggie,M,9,141.5
1296,09/08/2023,Veggie,S,6,72.0
1297,09/08/2023,Chicken,L,16,332.0
1298,09/08/2023,Chicken,M,13,217.75
1299,09/08/2023,Chicken,S,10,127.5
1300,09/08/2023,Classic,L,18,328.25
1301,09/08/2023,Classic,M,17,245.75
1302,09/08/2023,Classic,S,20,224.5
1303,09/08/2023,Classic,XL,2,51.0
1304,09/08/2023,Supreme,L,18,371.5
1305,09/08/2023,Supreme,M,7,115.0
1306,09/08/2023,Supreme,S,12,160.9
1307,09/08/2023,Veggie,L,19,365.7
1308,09/09/2023,Veggie,M,12,191.75
1309,09/09/2023,Veggie,S,12,146.75
1310,09/09/2023,Chicken,L,21,435.75
1311,09/09/2023,Chicken,M,17,284.75
1312,09/09/2023,Chicken,S,5,63.75
1313,09/09/2023,Classic,L,11,208.25
1314,09/09/2023,Classic,M,11,163.25
1315,09/09/2023,Classic,S,15,163.25
1316,09/09/2023,Classic,XL,2,51.0
1317,09/09/2023,Classic,XXL,1,35.95
1318,09/09/2023,Supreme,L,18,372.0
1319,09/09/2023,Supreme,M,7,114.5
1320,09/09/2023,Supreme,S,4,72.3
1321,09/10/2023,Veggie,L,13,259.7
1322,09/10/2023,Veggie,M,11,175.25
1323,09/10/2023,Veggie,S,8,96.5
1324,09/10/2023,Chicken,L,14,290.5
1325,09/10/2023,Chicken,M,7,117.25
1326,09/10/2023,Chicken,S,6,76.5
1327,09/10/2023,Classic,L,20,379.25
1328,09/10/2023,Classic,M,13,187.0
1329,09/10/2023,Classic,S,13,150.0
1330,09/10/2023,Classic,XL,4,102.0
1331,09/10/2023,Supreme,L,19,391.25
1332,09/10/2023,Supreme,M,10,164.25
1333,09/10/2023,Supreme,S,9,123.4
1334,09/11/2023,Veggie,L,15,288.55
1335,09/11/2023,Veggie,M,11,175.0
1336,09/11/2023,Veggie,S,5,60.75
1337,09/11/2023,Chicken,L,12,249.0
1338,09/11/2023,Chicken,M,15,251.25
1339,09/11/2023,Chicken,S,6,76.5
1340,09/11/2023,Classic,L,18,338.5
1341,09/11/2023,Classic,M,9,135.0
1342,09/11/2023,Classic,S,19,215.5
1343,09/11/2023,Classic,XL,2,51.0
1344,09/11/2023,Supreme,L,14,289.5
1345,09/11/2023,Supreme,M,11,180.75
1346,09/11/2023,Supreme,S,15,197.4
1347,09/12/2023,Veggie,L,13,245.95
1348,09/12/2023,Veggie,M,15,239.5
1349,09/12/2023,Veggie,S,9,109.0
1350,09/12/2023,Chicken,L,11,228.25
1351,09/12/2023,Chicken,M,9,150.75
1352,09/12/2023,Chicken,S,8,102.0
1353,09/12/2023,Classic,L,10,186.5
1354,09/12/2023,Classic,M,10,153.0
1355,09/12/2023,Classic,S,23,262.0
1356,09/12/2023,Supreme,L,9,186.75
1357,09/12/2023,Supreme,M,13,213.5
1358,09/12/2023,Supreme,S,9,122.65
1359,10/01/2023,Veggie,L,13,250.55
1360,10/01/2023,Veggie,M,8,125.5
1361,10/01/2023,Veggie,S,3,36.5
1362,10/01/2023,Chicken,L,17,352.75
1363,10/01/2023,Chicken,M,14,234.5
1364,10/01/2023,Chicken,S,7,89.25
1365,10/01/2023,Classic,L,10,186.0
1366,10/01/2023,Classic,M,12,178.5
1367,10/01/2023,Classic,S,15,168.25
1368,10/01/2023,Classic,XL,3,76.5
1369,10/01/2023,Supreme,L,12,248.5
1370,10/01/2023,Supreme,M,16,262.5
1371,10/01/2023,Supreme,S,11,147.65
1372,10/02/2023,Veggie,L,20,387.25
1373,10/02/2023,Veggie,M,14,222.75
1374,10/02/2023,Veggie,S,10,121.25
1375,10/02/2023,Chicken,L,15,311.25
1376,10/02/2023,Chicken,M,10,167.5
1377,10/02/2023,Chicken,S,6,76.5
1378,10/02/2023,Classic,L,6,112.0
1379,10/02/2023,Classic,M,5,75.0
1380,10/02/2023,Classic,S,19,221.5
1381,10/02/2023,Classic,XL,3,76.5
1382,10/02/2023,Supreme,L,12,248.0
1383,10/02/2023,Supreme,M,14,230.0
1384,10/02/2023,Supreme,S,8,110.65
1385,10/03/2023,Veggie,L,19,365.8
1386,10/03/2023,Veggie,M,12,193.0
1387,10/03/2023,Veggie,S,8,98.5
1388,10/03/2023,Chicken,L,4,83.0
1389,10/03/2023,Chicken,M,11,184.25
1390,10/03/2023,Chicken,S,3,38.25
1391,10/03/2023,Classic,L,8,153.0
1392,10/03/2023,Classic,M,10,147.75
1393,10/03/2023,Classic,S,12,136.5
1394,10/03/2023,Supreme,L,7,144.75
1395,10/03/2023,Supreme,M,11,180.75
1396,10/03/2023,Supreme,S,6,74.5
1397,10/04/2023,Veggie,L,10,193.95
1398,10/04/2023,Veggie,M,9,142.75
1399,10/04/2023,Veggie,S,4,48.5
1400,10/04/2023,Chicken,L,11,228.25
1401,10/04/2023,Chicken,M,16,268.0
1402,10/04/2023,Chicken,S,6,76.5
1403,10/04/2023,Classic,L,12,220.75
1404,10/04/2023,Classic,M,18,257.75
1405,10/04/2023,Classic,S,21,242.25
1406,10/04/2023,Classic,XL,1,25.5
1407,10/04/2023,Supreme,L,14,289.5
1408,10/04/2023,Supreme,M,12,197.0
1409,10/04/2023,Supreme,S,3,59.8
1410,10/04/2023,Veggie,L,13,251.65
1411,10/05/2023,Veggie,M,14,221.0
1412,10/05/2023,Veggie,S,10,121.5
1413,10/05/2023,Chicken,L,14,290.5
1414,10/05/2023,Chicken,M,11,184.25
1415,10/05/2023,Chicken,S,6,76.5
1416,10/05/2023,Classic,L,8,148.75
1417,10/05/2023,Classic,M,13,186.5
1418,10/05/2023,Classic,S,12,141.0
1419,10/05/2023,Classic,XL,1,25.5
1420,10/05/2023,Supreme,L,8,165.5
1421,10/05/2023,Supreme,M,18,295.75
1422,10/05/2023,Supreme,S,8,99.5
1423,10/05/2023,Veggie,L,20,382.15
1424,10/06/2023,Veggie,M,9,144.0
1425,10/06/2023,Veggie,S,6,73.25
1426,10/06/2023,Chicken,L,17,352.75
1427,10/06/2023,Chicken,M,10,167.5
1428,10/06/2023,Chicken,S,6,76.5
1429,10/06/2023,Classic,L,10,184.5
1430,10/06/2023,Classic,M,11,164.0
1431,10/06/2023,Classic,S,17,193.0
1432,10/06/2023,Classic,XL,1,25.5
1433,10/06/2023,Supreme,L,11,228.25
1434,10/06/2023,Supreme,M,9,148.25
1435,10/06/2023,Supreme,S,10,134.9
1436,10/06/2023,Veggie,L,13,247.8
1437,10/07/2023,Veggie,M,10,160.0
1438,10/07/2023,Veggie,S,9,110.5
1439,10/07/2023,Chicken,L,10,207.5
1440,10/07/2023,Chicken,M,13,217.75
1441,10/07/2023,Chicken,S,6,76.5
1442,10/07/2023,Classic,L,14,273.75
1443,10/07/2023,Classic,M,11,164.0
1444,10/07/2023,Classic,S,21,239.25
1445,10/07/2023,Classic,XL,1,25.5
1446,10/07/2023,Classic,XXL,1,35.95
1447,10/07/2023,Supreme,L,18,372.5
1448,10/07/2023,Supreme,M,15,246.25
1449,10/08/2023,Supreme,S,6,85.4
1450,10/08/2023,Veggie,L,17,324.55
1451,10/08/2023,Veggie,M,6,97.25
1452,10/08/2023,Veggie,S,5,60.0
1453,10/08/2023,Chicken,L,18,373.5
1454,10/08/2023,Chicken,M,18,301.5
1455,10/08/2023,Chicken,S,6,76.5
1456,10/08/2023,Classic,L,13,231.5
1457,10/08/2023,Classic,M,12,176.5
1458,10/08/2023,Classic,S,17,197.25
1459,10/08/2023,Classic,XL,6,153.0
1460,10/08/2023,Supreme,L,20,414.0
1461,10/08/2023,Supreme,M,14,230.0
1462,10/09/2023,Supreme,S,11,159.05
1463,10/09/2023,Veggie,L,18,342.15
1464,10/09/2023,Veggie,M,15,239.75
1465,10/09/2023,Veggie,S,7,84.5
1466,10/09/2023,Chicken,L,18,373.5
1467,10/09/2023,Chicken,M,12,201.0
1468,10/09/2023,Chicken,S,5,63.75
1469,10/09/2023,Classic,L,7,134.25
1470,10/09/2023,Classic,M,12,181.25
1471,10/09/2023,Classic,S,10,115.5
1472,10/09/2023,Classic,XL,2,51.0
1473,10/09/2023,Supreme,L,14,289.0
1474,10/09/2023,Supreme,M,8,131.25
1475,10/10/2023,Supreme,S,12,147.75
1476,10/10/2023,Veggie,L,8,150.95
1477,10/10/2023,Veggie,M,8,127.0
1478,10/10/2023,Veggie,S,10,123.0
1479,10/10/2023,Chicken,L,8,166.0
1480,10/10/2023,Chicken,M,6,100.5
1481,10/10/2023,Chicken,S,6,76.5
1482,10/10/2023,Classic,L,6,115.0
1483,10/10/2023,Classic,M,11,157.75
1484,10/10/2023,Classic,S,14,153.75
1485,10/10/2023,Supreme,L,10,207.5
1486,10/10/2023,Supreme,M,10,164.75
1487,10/10/2023,Supreme,S,8,110.65
1488,10/11/2023,Veggie,L,13,248.25
1489,10/11/2023,Veggie,M,10,157.25
1490,10/11/2023,Veggie,S,9,109.5
1491,10/11/2023,Chicken,L,14,290.5
1492,10/11/2023,Chicken,M,12,201.0
1493,10/11/2023,Chicken,S,6,76.5
1494,10/11/2023,Classic,L,10,187.75
1495,10/11/2023,Classic,M,8,118.25
1496,10/11/2023,Classic,S,24,272.5
1497,10/11/2023,Classic,XL,1,25.5
1498,10/11/2023,Supreme,L,15,309.25
1499,10/11/2023,Supreme,M,13,213.75
1500,10/12/2023,Supreme,S,7,97.9
1501,10/12/2023,Veggie,L,11,217.15
1502,10/12/2023,Veggie,M,6,96.5
1503,10/12/2023,Veggie,S,6,74.25
1504,10/12/2023,Chicken,L,6,124.5
1505,10/12/2023,Chicken,M,7,117.25
1506,10/12/2023,Chicken,S,6,76.5
1507,10/12/2023,Classic,L,12,210.25
1508,10/12/2023,Classic,M,10,155.75
1509,10/12/2023,Classic,S,8,94.5
1510,10/12/2023,Supreme,L,9,185.75
1511,10/12/2023,Supreme,M,7,115.0
1512,10/12/2023,Supreme,S,6,86.15
1513,11/01/2023,Veggie,L,13,252.9
1514,11/01/2023,Veggie,M,12,190.25
1515,11/01/2023,Veggie,S,11,134.0
1516,11/01/2023,Chicken,L,10,207.5
1517,11/01/2023,Chicken,M,11,184.25
1518,11/01/2023,Chicken,S,3,38.25
1519,11/01/2023,Classic,L,8,141.25
1520,11/01/2023,Classic,M,8,118.25
1521,11/01/2023,Classic,S,16,181.5
1522,11/01/2023,Classic,XL,3,76.5
1523,11/01/2023,Supreme,L,9,185.75
1524,11/01/2023,Supreme,M,12,196.5
1525,11/02/2023,Supreme,S,9,134.3
1526,11/02/2023,Veggie,L,9,176.45
1527,11/02/2023,Veggie,M,8,125.5
1528,11/02/2023,Veggie,S,5,62.75
1529,11/02/2023,Chicken,L,22,456.5
1530,11/02/2023,Chicken,M,10,167.5
1531,11/02/2023,Chicken,S,4,51.0
1532,11/02/2023,Classic,L,13,244.0
1533,11/02/2023,Classic,M,19,275.0
1534,11/02/2023,Classic,S,18,201.75
1535,11/02/2023,Classic,XL,3,76.5
1536,11/02/2023,Supreme,L,8,165.0
1537,11/02/2023,Supreme,M,15,246.75
1538,11/03/2023,Supreme,S,13,184.05
1539,11/03/2023,Veggie,L,13,246.95
1540,11/03/2023,Veggie,M,14,219.0
1541,11/03/2023,Veggie,S,11,133.5
1542,11/03/2023,Chicken,L,10,207.5
1543,11/03/2023,Chicken,M,19,318.25
1544,11/03/2023,Chicken,S,2,25.5
1545,11/03/2023,Classic,L,10,180.5
1546,11/03/2023,Classic,M,8,123.0
1547,11/03/2023,Classic,S,19,216.75
1548,11/03/2023,Supreme,L,10,207.5
1549,11/03/2023,Supreme,M,10,164.5
1550,11/03/2023,Supreme,S,8,121.3
1551,11/04/2023,Veggie,L,15,290.15
1552,11/04/2023,Veggie,M,11,173.5
1553,11/04/2023,Veggie,S,3,37.5
1554,11/04/2023,Chicken,L,12,249.0
1555,11/04/2023,Chicken,M,9,150.75
1556,11/04/2023,Chicken,S,2,25.5
1557,11/04/2023,Classic,L,18,325.5
1558,11/04/2023,Classic,M,10,149.5
1559,11/04/2023,Classic,S,16,183.75
1560,11/04/2023,Supreme,L,16,330.5
1561,11/04/2023,Supreme,M,13,213.5
1562,11/04/2023,Supreme,S,12,182.45
1563,11/04/2023,Veggie,L,10,192.1
1564,11/05/2023,Veggie,M,9,140.75
1565,11/05/2023,Veggie,S,6,72.5
1566,11/05/2023,Chicken,L,15,311.25
1567,11/05/2023,Chicken,M,9,150.75
1568,11/05/2023,Chicken,S,6,76.5
1569,11/05/2023,Classic,L,16,279.5
1570,11/05/2023,Classic,M,10,142.5
1571,11/05/2023,Classic,S,17,198.5
1572,11/05/2023,Classic,XL,2,51.0
1573,11/05/2023,Supreme,L,15,310.25
1574,11/05/2023,Supreme,M,10,164.75
1575,11/05/2023,Supreme,S,10,124.5
1576,11/05/2023,Veggie,L,19,361.4
1577,11/06/2023,Veggie,M,6,95.25
1578,11/06/2023,Veggie,S,7,84.5
1579,11/06/2023,Chicken,L,15,311.25
1580,11/06/2023,Chicken,M,11,184.25
1581,11/06/2023,Chicken,S,6,76.5
1582,11/06/2023,Classic,L,7,128.25
1583,11/06/2023,Classic,M,10,150.25
1584,11/06/2023,Classic,S,17,195.5
1585,11/06/2023,Supreme,L,12,248.5
1586,11/06/2023,Supreme,M,8,131.5
1587,11/06/2023,Supreme,S,10,146.3
1588,11/06/2023,Veggie,L,8,149.3
1589,11/06/2023,Veggie,M,8,128.25
1590,11/07/2023,Veggie,S,5,60.0
1591,11/07/2023,Chicken,L,12,249.0
1592,11/07/2023,Chicken,M,8,134.0
1593,11/07/2023,Chicken,S,5,63.75
1594,11/07/2023,Classic,L,7,122.25
1595,11/07/2023,Classic,M,9,131.5
1596,11/07/2023,Classic,S,16,177.5
1597,11/07/2023,Classic,XL,1,25.5
1598,11/07/2023,Supreme,L,8,165.5
1599,11/07/2023,Supreme,M,5,82.5
1600,11/07/2023,Supreme,S,2,25.0
1601,11/07/2023,Veggie,L,11,212.85
1602,11/07/2023,Veggie,M,11,177.5
1603,11/08/2023,Veggie,S,12,146.75
1604,11/08/2023,Chicken,L,13,269.75
1605,11/08/2023,Chicken,M,19,318.25
1606,11/08/2023,Chicken,S,2,25.5
1607,11/08/2023,Classic,L,13,236.75
1608,11/08/2023,Classic,M,12,177.25
1609,11/08/2023,Classic,S,16,187.0
1610,11/08/2023,Classic,XL,4,102.0
1611,11/08/2023,Supreme,L,16,332.0
1612,11/08/2023,Supreme,M,12,197.5
1613,11/08/2023,Supreme,S,12,171.8
1614,11/08/2023,Veggie,L,20,378.85
1615,11/08/2023,Veggie,M,16,255.5
1616,11/08/2023,Veggie,S,4,48.0
1617,11/09/2023,Chicken,L,12,249.0
1618,11/09/2023,Chicken,M,3,50.25
1619,11/09/2023,Chicken,S,1,12.75
1620,11/09/2023,Classic,L,8,143.5
1621,11/09/2023,Classic,M,6,85.5
1622,11/09/2023,Classic,S,16,184.75
1623,11/09/2023,Classic,XL,1,25.5
1624,11/09/2023,Supreme,L,12,245.5
1625,11/09/2023,Supreme,M,9,147.0
1626,11/09/2023,Supreme,S,6,97.05
1627,11/09/2023,Veggie,L,8,152.15
1628,11/09/2023,Veggie,M,7,113.25
1629,11/09/2023,Veggie,S,7,85.25
1630,11/10/2023,Chicken,L,19,394.25
1631,11/10/2023,Chicken,M,12,201.0
1632,11/10/2023,Chicken,S,10,127.5
1633,11/10/2023,Classic,L,7,132.5
1634,11/10/2023,Classic,M,10,139.25
1635,11/10/2023,Classic,S,19,209.75
1636,11/10/2023,Supreme,L,14,288.0
1637,11/10/2023,Supreme,M,5,82.5
1638,11/10/2023,Supreme,S,7,87.25
1639,11/10/2023,Veggie,L,9,174.85
1640,11/10/2023,Veggie,M,11,171.75
1641,11/10/2023,Veggie,S,7,86.25
1642,11/11/2023,Chicken,L,15,311.25
1643,11/11/2023,Chicken,M,11,184.25
1644,11/11/2023,Chicken,S,7,89.25
1645,11/11/2023,Classic,L,19,350.75
1646,11/11/2023,Classic,M,15,218.5
1647,11/11/2023,Classic,S,14,156.0
1648,11/11/2023,Supreme,L,21,434.25
1649,11/11/2023,Supreme,M,11,180.75
1650,11/11/2023,Supreme,S,8,121.55
1651,11/11/2023,Veggie,L,11,207.75
1652,11/11/2023,Veggie,M,8,127.5
1653,11/11/2023,Veggie,S,13,156.0
1654,11/11/2023,Chicken,L,16,332.0
1655,11/12/2023,Chicken,M,8,134.0
1656,11/12/2023,Chicken,S,5,63.75
1657,11/12/2023,Classic,L,10,186.5
1658,11/12/2023,Classic,M,7,103.5
1659,11/12/2023,Classic,S,14,162.75
1660,11/12/2023,Classic,XL,5,127.5
1661,11/12/2023,Classic,XXL,1,35.95
1662,11/12/2023,Supreme,L,16,329.0
1663,11/12/2023,Supreme,M,10,164.5
1664,11/12/2023,Supreme,S,2,25.0
1665,11/12/2023,Veggie,L,17,331.9
1666,11/12/2023,Veggie,M,7,111.25
1667,12/01/2023,Veggie,S,6,72.75
1668,12/01/2023,Chicken,L,16,332.0
1669,12/01/2023,Chicken,M,15,251.25
1670,12/01/2023,Chicken,S,6,76.5
1671,12/01/2023,Classic,L,23,410.25
1672,12/01/2023,Classic,M,10,150.25
1673,12/01/2023,Classic,S,14,152.75
1674,12/01/2023,Supreme,L,10,207.0
1675,12/01/2023,Supreme,M,7,115.5
1676,12/01/2023,Supreme,S,18,257.2
1677,12/01/2023,Veggie,L,17,328.0
1678,12/01/2023,Veggie,M,15,238.25
1679,12/01/2023,Veggie,S,9,109.0
1680,12/02/2023,Chicken,L,13,269.75
1681,12/02/2023,Chicken,M,10,167.5
1682,12/02/2023,Chicken,S,6,76.5
1683,12/02/2023,Classic,L,5,86.25
1684,12/02/2023,Classic,M,11,162.75
1685,12/02/2023,Classic,S,22,248.5
1686,12/02/2023,Classic,XL,2,51.0
1687,12/02/2023,Supreme,L,20,413.5
1688,12/02/2023,Supreme,M,7,115.0
1689,12/02/2023,Supreme,S,10,146.8
1690,12/02/2023,Veggie,L,16,307.0
1691,12/02/2023,Veggie,M,10,156.5
1692,12/03/2023,Veggie,S,5,60.75
1693,12/03/2023,Chicken,L,17,352.75
1694,12/03/2023,Chicken,M,16,268.0
1695,12/03/2023,Chicken,S,9,114.75
1696,12/03/2023,Classic,L,18,322.0
1697,12/03/2023,Classic,M,15,223.75
1698,12/03/2023,Classic,S,18,208.0
1699,12/03/2023,Classic,XL,1,25.5
1700,12/03/2023,Supreme,L,15,310.25
1701,12/03/2023,Supreme,M,13,213.5
1702,12/03/2023,Supreme,S,10,124.75
1703,12/03/2023,Veggie,L,17,325.25
1704,12/03/2023,Veggie,M,7,110.0
1705,12/04/2023,Veggie,S,8,96.0
1706,12/04/2023,Chicken,L,20,415.0
1707,12/04/2023,Chicken,M,10,167.5
1708,12/04/2023,Chicken,S,4,51.0
1709,12/04/2023,Classic,L,14,247.25
1710,12/04/2023,Classic,M,22,314.75
1711,12/04/2023,Classic,S,32,359.0
1712,12/04/2023,Classic,XL,1,25.5
1713,12/04/2023,Supreme,L,18,371.0
1714,12/04/2023,Supreme,M,20,328.25
1715,12/04/2023,Supreme,S,17,256.1
1716,12/04/2023,Veggie,L,27,515.55
1717,12/04/2023,Veggie,M,14,224.5
1718,12/04/2023,Veggie,S,9,110.75
1719,12/05/2023,Chicken,L,15,311.25
1720,12/05/2023,Chicken,M,11,184.25
1721,12/05/2023,Chicken,S,8,102.0
1722,12/05/2023,Classic,L,13,230.25
1723,12/05/2023,Classic,M,14,207.25
1724,12/05/2023,Classic,S,21,237.5
1725,12/05/2023,Supreme,L,11,226.75
1726,12/05/2023,Supreme,M,12,196.75
1727,12/05/2023,Supreme,S,8,99.25
1728,12/05/2023,Veggie,L,15,291.6
1729,12/05/2023,Veggie,M,6,97.0
1730,12/05/2023,Veggie,S,8,97.25
1731,12/05/2023,Chicken,L,12,249.0
1732,12/06/2023,Chicken,M,5,83.75
1733,12/06/2023,Chicken,S,3,38.25
1734,12/06/2023,Classic,L,7,124.25
1735,12/06/2023,Classic,M,10,151.5
1736,12/06/2023,Classic,S,13,147.5
1737,12/06/2023,Supreme,L,13,268.75
1738,12/06/2023,Supreme,M,14,230.25
1739,12/06/2023,Supreme,S,9,145.7
1740,12/06/2023,Veggie,L,11,213.95
1741,12/06/2023,Veggie,M,8,126.75
1742,12/06/2023,Veggie,S,4,48.75
1743,12/06/2023,Chicken,L,15,311.25
1744,12/06/2023,Chicken,M,7,117.25
1745,12/07/2023,Chicken,S,10,127.5
1746,12/07/2023,Classic,L,8,154.75
1747,12/07/2023,Classic,M,11,168.25
1748,12/07/2023,Classic,S,21,238.0
1749,12/07/2023,Classic,XL,1,25.5
1750,12/07/2023,Supreme,L,16,330.5
1751,12/07/2023,Supreme,M,9,147.5
1752,12/07/2023,Supreme,S,4,49.5
1753,12/07/2023,Veggie,L,18,342.65
1754,12/07/2023,Veggie,M,7,112.5
1755,12/07/2023,Veggie,S,7,84.5
1756,12/07/2023,Chicken,L,16,332.0
1757,12/07/2023,Chicken,M,9,150.75
1758,12/08/2023,Chicken,S,4,51.0
1759,12/08/2023,Classic,L,9,162.0
1760,12/08/2023,Classic,M,8,116.0
1761,12/08/2023,Classic,S,18,213.5
1762,12/08/2023,Classic,XL,3,76.5
1763,12/08/2023,Supreme,L,10,207.5
1764,12/08/2023,Supreme,M,8,131.75
1765,12/08/2023,Supreme,S,9,134.05
1766,12/08/2023,Veggie,L,11,215.7
1767,12/08/2023,Veggie,M,8,123.0
1768,12/08/2023,Veggie,S,6,73.25
1769,12/08/2023,Chicken,L,12,249.0
1770,12/08/2023,Chicken,M,10,167.5
1771,12/09/2023,Chicken,S,3,38.25
1772,12/09/2023,Classic,L,13,230.25
1773,12/09/2023,Classic,M,15,220.5
1774,12/09/2023,Classic,S,10,110.75
1775,12/09/2023,Classic,XL,3,76.5
1776,12/09/2023,Supreme,L,14,289.5
1777,12/09/2023,Supreme,M,12,196.75
1778,12/09/2023,Supreme,S,7,98.4
1779,12/09/2023,Veggie,L,20,394.35
1780,12/09/2023,Veggie,M,10,155.25
1781,12/09/2023,Veggie,S,12,146.0
1782,12/09/2023,Chicken,L,14,290.5
1783,12/11/2023,Chicken,M,7,117.25
1784,12/11/2023,Chicken,S,3,38.25
1785,12/11/2023,Classic,L,8,151.75
1786,12/11/2023,Classic,M,10,148.5
1787,12/11/2023,Classic,S,16,178.0
1788,12/11/2023,Classic,XL,1,25.5
1789,12/11/2023,Supreme,L,15,310.75
1790,12/11/2023,Supreme,M,12,196.75
1791,12/11/2023,Supreme,S,11,169.95
1792,12/11/2023,Veggie,L,13,251.85
1793,12/11/2023,Veggie,M,7,110.75
1794,12/11/2023,Veggie,S,6,72.75
1795,12/12/2023,Chicken,L,22,456.5
1796,12/12/2023,Chicken,M,9,150.75
1797,12/12/2023,Chicken,S,8,102.0
1798,12/12/2023,Classic,L,20,379.25
1799,12/12/2023,Classic,M,15,217.5
1800,12/12/2023,Classic,S,12,138.5
1801,12/12/2023,Supreme,L,10,206.5
1802,12/12/2023,Supreme,M,14,230.25
1803,12/12/2023,Supreme,S,10,147.05
1804,12/12/2023,Veggie,L,22,426.55
1805,12/12/2023,Veggie,M,9,143.5
1806,12/12/2023,Veggie,S,3,36.75
1807,13/01/2023,Chicken,L,16,332.0
1808,13/01/2023,Chicken,M,11,184.25
1809,13/01/2023,Chicken,S,6,76.5
1810,13/01/2023,Classic,L,9,161.75
1811,13/01/2023,Classic,M,11,160.0
1812,13/01/2023,Classic,S,25,290.5
1813,13/01/2023,Classic,XL,3,76.5
1814,13/01/2023,Classic,XXL,1,35.95
1815,13/01/2023,Supreme,L,13,268.75
1816,13/01/2023,Supreme,M,16,262.5
1817,13/01/2023,Supreme,S,10,134.9
1818,13/01/2023,Veggie,L,14,273.55
1819,13/01/2023,Veggie,M,8,125.5
1820,13/02/2023,Veggie,S,5,61.5
1821,13/02/2023,Chicken,L,14,290.5
1822,13/02/2023,Chicken,M,9,150.75
1823,13/02/2023,Chicken,S,5,63.75
1824,13/02/2023,Classic,L,13,226.0
1825,13/02/2023,Classic,M,8,116.75
1826,13/02/2023,Classic,S,18,207.5
1827,13/02/2023,Classic,XL,1,25.5
1828,13/02/2023,Supreme,L,12,248.0
1829,13/02/2023,Supreme,M,11,180.75
1830,13/02/2023,Supreme,S,9,145.45
1831,13/02/2023,Veggie,L,13,247.25
1832,13/02/2023,Veggie,M,11,174.75
1833,13/02/2023,Veggie,S,10,120.0
1834,13/03/2023,Chicken,L,10,207.5
1835,13/03/2023,Chicken,M,5,83.75
1836,13/03/2023,Chicken,S,8,102.0
1837,13/03/2023,Classic,L,9,173.25
1838,13/03/2023,Classic,M,11,163.5
1839,13/03/2023,Classic,S,9,103.25
1840,13/03/2023,Classic,XL,3,76.5
1841,13/03/2023,Supreme,L,20,413.5
1842,13/03/2023,Supreme,M,13,213.25
1843,13/03/2023,Supreme,S,8,99.5
1844,13/03/2023,Veggie,L,10,190.9
1845,13/03/2023,Veggie,M,13,205.5
1846,13/03/2023,Veggie,S,6,72.0
1847,13/04/2023,Chicken,L,8,166.0
1848,13/04/2023,Chicken,M,13,217.75
1849,13/04/2023,Chicken,S,5,63.75
1850,13/04/2023,Classic,L,9,161.5
1851,13/04/2023,Classic,M,7,99.5
1852,13/04/2023,Classic,S,16,181.75
1853,13/04/2023,Classic,XL,2,51.0
1854,13/04/2023,Supreme,L,10,207.5
1855,13/04/2023,Supreme,M,6,98.75
1856,13/04/2023,Supreme,S,4,49.75
1857,13/04/2023,Veggie,L,16,302.45
1858,13/04/2023,Veggie,M,13,204.25
1859,13/04/2023,Veggie,S,6,72.5
1860,13/04/2023,Chicken,L,15,311.25
1861,13/05/2023,Chicken,M,14,234.5
1862,13/05/2023,Chicken,S,4,51.0
1863,13/05/2023,Classic,L,8,139.5
1864,13/05/2023,Classic,M,4,61.25
1865,13/05/2023,Classic,S,18,207.0
1866,13/05/2023,Classic,XL,5,127.5
1867,13/05/2023,Supreme,L,13,268.75
1868,13/05/2023,Supreme,M,12,197.75
1869,13/05/2023,Supreme,S,4,60.65
1870,13/05/2023,Veggie,L,9,168.85
1871,13/05/2023,Veggie,M,13,209.0
1872,13/05/2023,Veggie,S,5,60.0
1873,13/05/2023,Chicken,L,13,269.75
1874,13/06/2023,Chicken,M,7,117.25
1875,13/06/2023,Chicken,S,5,63.75
1876,13/06/2023,Classic,L,9,180.5
1877,13/06/2023,Classic,M,10,151.0
1878,13/06/2023,Classic,S,11,126.0
1879,13/06/2023,Classic,XL,1,25.5
1880,13/06/2023,Supreme,L,13,268.25
1881,13/06/2023,Supreme,M,9,147.0
1882,13/06/2023,Supreme,S,12,149.25
1883,13/06/2023,Veggie,L,15,288.65
